Id,ReportedDate,AmendDate,Tradeid,Book,BookOwner,Amender,Supervisor,ISIN,TradeDate,SettlementDate,Action,SettDateChange,BookChange,CPartyChange,MultiAmend,PnL,Counterparty,Desk,Quantity,Price,BS
389,15/02/2018,16/02/2018,WR38417795,BD202,Liam Payne,Adele Adkins,Liam Gallagher,WRD,14/02/2018,06/03/2018,Amend,N,Y,N,N,-600,TY00TYO,LONLONG,34387,3683,S
390,16/03/2018,17/03/2018,NK02534690,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,PSA^C,09/03/2018,21/03/2018,Cancel,N,Y,N,N,300,MCXXXX,LONMID,16515,1328,S
391,03/02/2018,05/02/2018,AK73278576,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,PCM,02/02/2018,18/02/2018,Amend,N,N,N,Y,-1000,LON5076F,LONLONG,42016,3306,B
392,26/03/2018,28/03/2018,OG06873834,LN202,Niall Horan,James Cordan,Liam Gallagher,ATRI,24/03/2018,11/04/2018,Amend,N,N,N,Y,0,RD7070,LONMID,23465,2213,S
393,19/03/2018,22/03/2018,WJ40851829,LN202,Niall Horan,Mick Jones,Liam Gallagher,SQM,16/03/2018,26/03/2018,Amend,N,N,N,Y,10,FF90HUI,LONLONG,4811,1461,S
394,04/03/2018,05/03/2018,VR17881094,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,HMLP,04/03/2018,23/03/2018,Cancel,N,Y,Y,Y,-2500,FF90HUI,LONMID,84275,118,S
395,19/03/2018,20/03/2018,SP38271067,BD202,Liam Payne,Zayn Malik,Liam Gallagher,SALT,17/03/2018,31/03/2018,Cancel,N,N,Y,Y,600,MCXXXX,LONLONG,31614,2310,B
396,14/03/2018,14/03/2018,XV16830176,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,DLR^G,13/03/2018,24/03/2018,Amend,N,N,N,N,-100000,TY00TYO,LONMID,19494,1538,S
397,17/02/2018,18/02/2018,TL01369084,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,AQMS,18/02/2018,06/03/2018,Amend,N,N,N,N,-600,NMKL009,LONLONG,64102,3278,S
398,17/03/2018,19/03/2018,WY92806719,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,AUY,19/03/2018,29/03/2018,Cancel,N,Y,N,N,0,RD7070,LONMID,92714,3329,S
399,16/03/2018,19/03/2018,AH64738907,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,MEOH,16/03/2018,23/03/2018,Cancel,Y,N,N,Y,100,DD14ET6,LONLONG,20388,3296,S
400,26/02/2018,26/02/2018,EL12115453,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,TEP,25/02/2018,15/03/2018,Cancel,N,N,N,N,400,FF90HUI,LONMID,40592,325,B
401,19/03/2018,22/03/2018,CC98738037,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,EQIX,19/03/2018,04/04/2018,Cancel,N,N,Y,N,0,GOXXX90,LONLONG,29290,4287,S
402,05/02/2018,08/02/2018,HN25426914,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,IDLB,29/01/2018,16/02/2018,Amend,N,N,N,N,700,TY00TYO,LONMID,98886,2497,S
403,09/02/2018,12/02/2018,QV94722071,BD202,Liam Payne,Zayn Malik,Liam Gallagher,MPLX,11/02/2018,03/03/2018,Cancel,N,Y,Y,N,0,FF90HUI,LONLONG,78366,3177,S
404,05/02/2018,06/02/2018,LU50845294,LN202,Niall Horan,Liam Payne,Liam Gallagher,VSTM,02/02/2018,11/02/2018,Cancel,N,N,N,N,500,MCXXXX,LONMID,3373,2065,B
405,12/02/2018,15/02/2018,RQ40350633,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,SCD,09/02/2018,22/02/2018,Amend,N,Y,N,Y,0,LON5076F,LONLONG,19231,1454,B
406,25/03/2018,28/03/2018,LW19657991,BD202,Liam Payne,Adele Adkins,Liam Gallagher,ARCC,26/03/2018,29/03/2018,Amend,Y,N,N,Y,10,FF90HUI,LONMID,18921,1281,S
407,18/02/2018,19/02/2018,GX77130372,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,THLD,17/02/2018,07/03/2018,Cancel,N,N,N,N,-1000,TY00TYO,LONLONG,68014,1082,S
408,03/02/2018,06/02/2018,LP46464730,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,USA,02/02/2018,21/02/2018,Cancel,N,Y,N,N,55,DD14ET6,LONMID,20365,626,B
409,04/02/2018,06/02/2018,CK09210452,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,FHN,01/02/2018,17/02/2018,Cancel,N,Y,N,Y,500,LON9005,LONLONG,8587,4246,S
410,28/03/2018,31/03/2018,OH88470384,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,MPV,30/03/2018,14/04/2018,Amend,N,N,Y,N,0,CIP23223,LONMID,17846,1334,S
411,19/03/2018,22/03/2018,NJ81868936,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,MLAB,14/03/2018,03/04/2018,Amend,N,N,N,Y,400,TY00TYO,LONLONG,86280,1867,S
412,12/02/2018,14/02/2018,TB08935837,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,MAYS,11/02/2018,16/02/2018,Amend,N,N,Y,N,600,GOXXX90,LONMID,83977,1374,S
413,27/03/2018,27/03/2018,DY91926883,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,PLPM,24/03/2018,02/04/2018,Amend,Y,N,N,Y,1000,NMKL009,LONLONG,31872,3037,S
414,13/03/2018,13/03/2018,GA77321289,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,KBWY,04/03/2018,12/03/2018,Cancel,N,N,Y,N,420,LON9005,LONMID,32463,4818,B
415,04/02/2018,06/02/2018,IC34171997,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,FSNN,30/01/2018,04/02/2018,Amend,N,Y,N,Y,400,LON5076F,LONLONG,89635,2150,B
416,26/02/2018,26/02/2018,KX79217006,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,SPGI,17/02/2018,22/02/2018,Cancel,N,Y,N,N,400,MCXXXX,LONMID,30988,3560,S
417,21/02/2018,21/02/2018,FC38297259,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,SWNC,11/02/2018,02/03/2018,Amend,N,N,N,Y,55,RD7070,LONLONG,53647,931,S
418,14/03/2018,16/03/2018,ZT70411336,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,QYLD,09/03/2018,24/03/2018,Cancel,N,Y,Y,N,0,FF90HUI,LONMID,36079,2781,S
419,04/03/2018,04/03/2018,FP27544839,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,MAUI,24/02/2018,15/03/2018,Cancel,N,N,Y,N,50000,FF90HUI,LONLONG,13586,492,B
420,12/02/2018,13/02/2018,VV37901211,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,SNDR,05/02/2018,12/02/2018,Cancel,N,N,N,Y,-500000,NMKL009,LONMID,1041,4320,B
421,27/02/2018,27/02/2018,QA28495731,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,NGHCZ,22/02/2018,01/03/2018,Cancel,N,N,N,Y,55,FF90HUI,LONLONG,99435,4866,B
422,10/02/2018,12/02/2018,XI85811569,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,DNI,07/02/2018,15/02/2018,Amend,N,Y,Y,Y,100,RD7070,LONMID,92361,1170,B
423,05/02/2018,05/02/2018,XC10281304,BD202,Liam Payne,Zayn Malik,Liam Gallagher,LTRPB,31/01/2018,07/02/2018,Cancel,N,N,Y,N,0,DD14ET6,LONLONG,19765,820,S
424,15/03/2018,17/03/2018,LZ19328104,LN202,Niall Horan,Mick Jones,Liam Gallagher,ATHN,12/03/2018,01/04/2018,Amend,N,N,N,N,50000,DD14ET6,LONMID,3811,1848,B
425,29/03/2018,01/04/2018,WY67400903,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,ALJJ,29/03/2018,08/04/2018,Amend,Y,N,N,N,-1000,NMKL009,LONLONG,38437,2232,S
426,01/02/2018,02/02/2018,YP15853352,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,BKH,24/01/2018,30/01/2018,Cancel,N,Y,N,Y,300,LON5076F,LONMID,77913,2794,S
427,13/02/2018,14/02/2018,XG58190827,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,PAACR,13/02/2018,24/02/2018,Cancel,N,Y,Y,N,-2500,NMKL009,LONLONG,71821,3666,B
428,19/03/2018,20/03/2018,AX16315776,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,RFEU,19/03/2018,08/04/2018,Amend,N,N,Y,Y,1000,LON9005,LONMID,20194,2114,S
429,26/03/2018,28/03/2018,ER40849698,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,ORA,28/03/2018,14/04/2018,Amend,N,N,Y,Y,420,GOXXX90,LONLONG,64108,4627,S
430,10/02/2018,13/02/2018,JI26515266,BD202,Liam Payne,Niall Horan,Liam Gallagher,FCFS,09/02/2018,01/03/2018,Cancel,Y,Y,N,Y,0,MCXXXX,LONMID,20259,3576,B
431,19/02/2018,19/02/2018,QN09485866,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,ASBB,18/02/2018,04/03/2018,Cancel,Y,Y,N,N,-500000,LON9005,LONLONG,82292,4423,S
432,11/02/2018,11/02/2018,AI96717330,STK350,Louis Tomlinson,Harry Styles,Paul Arthurs,BLH,03/02/2018,14/02/2018,Amend,N,N,N,Y,50000,RD7070,LONMID,63296,4096,B
433,01/03/2018,03/03/2018,US96994967,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,CTIC,28/02/2018,18/03/2018,Amend,N,N,N,Y,300,GOXXX90,LONLONG,39956,240,S
434,16/03/2018,17/03/2018,MM36041158,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,SYMX,10/03/2018,21/03/2018,Amend,N,N,N,N,-2500,CIP23223,LONMID,10807,3216,S
435,11/02/2018,12/02/2018,IW74014214,BD202,Liam Payne,Adele Adkins,Liam Gallagher,CAFD,05/02/2018,22/02/2018,Cancel,N,N,N,Y,1000,CIP23223,LONLONG,10339,4285,S
436,18/02/2018,19/02/2018,JK57461273,LN202,Niall Horan,Zayn Malik,Liam Gallagher,TEL,19/02/2018,26/02/2018,Amend,N,N,Y,N,400,CIP23223,LONMID,70763,4761,B
437,19/02/2018,22/02/2018,GT08852700,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,SBNA,19/02/2018,25/02/2018,Cancel,N,Y,Y,N,-100000,FF90HUI,LONLONG,41899,3156,B
438,06/03/2018,07/03/2018,CK57299357,BD202,Liam Payne,Mick Jones,Liam Gallagher,DFVL,07/03/2018,13/03/2018,Cancel,Y,N,N,Y,-100000,DD14ET6,LONMID,2438,1990,S
439,13/02/2018,15/02/2018,LB67593613,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,KORS,09/02/2018,18/02/2018,Cancel,N,N,Y,N,50000,DD14ET6,LONLONG,28899,4792,B
440,17/02/2018,19/02/2018,OK77600714,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,CDNA,13/02/2018,28/02/2018,Cancel,N,Y,N,N,700,LON9005,LONMID,74016,4403,S
441,25/03/2018,27/03/2018,FK51215881,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,RDS.A,18/03/2018,22/03/2018,Amend,N,N,N,Y,400,CIP23223,LONLONG,63973,888,S
442,20/03/2018,23/03/2018,HW82535039,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,MRIN,20/03/2018,28/03/2018,Cancel,Y,N,Y,Y,50000,RD7070,LONMID,79904,2124,S
443,16/02/2018,16/02/2018,UX62749220,BD202,Liam Payne,Niall Horan,Liam Gallagher,PGR,11/02/2018,25/02/2018,Amend,N,N,Y,Y,50000,GOXXX90,LONLONG,54527,4616,B
444,20/03/2018,20/03/2018,ZD86173210,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,BUI,18/03/2018,21/03/2018,Amend,N,Y,N,Y,-600,RD7070,LONMID,49754,1358,B
445,14/02/2018,15/02/2018,TC58839200,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,WAAS,14/02/2018,26/02/2018,Amend,N,Y,N,N,500,MCXXXX,LONLONG,66921,4086,S
446,15/03/2018,15/03/2018,GI34664040,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,FORM,13/03/2018,28/03/2018,Amend,N,N,N,N,300,CIP23223,LONMID,11501,2843,S
447,10/02/2018,12/02/2018,SF31253091,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,RDCM,08/02/2018,20/02/2018,Amend,N,Y,Y,Y,1000,MCXXXX,LONLONG,96669,4154,B
448,17/02/2018,19/02/2018,GM11988386,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,PESI,12/02/2018,03/03/2018,Cancel,Y,N,N,N,100,MCXXXX,LONMID,10853,3951,B
449,08/02/2018,10/02/2018,XZ02959483,LN202,Niall Horan,Liam Payne,Liam Gallagher,BBU,09/02/2018,23/02/2018,Cancel,N,Y,Y,Y,0,FF90HUI,LONLONG,39560,2660,S
450,02/03/2018,02/03/2018,OP29268111,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,AOI,01/03/2018,12/03/2018,Amend,N,N,N,N,0,MCXXXX,LONMID,34080,2606,B
451,03/03/2018,04/03/2018,HP61961130,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,OMED,23/02/2018,15/03/2018,Cancel,N,N,N,Y,700,MCXXXX,LONLONG,33299,4123,S
452,24/03/2018,25/03/2018,OH84633030,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,PGZ,19/03/2018,24/03/2018,Cancel,N,N,N,Y,0,NMKL009,LONMID,76243,3674,S
453,04/02/2018,06/02/2018,ND01086627,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,LNCE,02/02/2018,06/02/2018,Cancel,Y,Y,N,Y,-100000,MCXXXX,LONLONG,53735,4468,B
454,11/03/2018,13/03/2018,JL48220257,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CACG,12/03/2018,20/03/2018,Cancel,N,N,N,N,0,MCXXXX,LONMID,95985,375,S
455,16/02/2018,17/02/2018,NW06081428,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,SWK,13/02/2018,20/02/2018,Amend,N,N,Y,N,300,TY00TYO,LONLONG,81510,1611,B
456,24/03/2018,27/03/2018,IM71753688,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,UNFI,25/03/2018,14/04/2018,Amend,N,N,N,Y,300,LON9005,LONMID,18456,1165,S
457,26/03/2018,26/03/2018,RO27819311,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,RXN,16/03/2018,03/04/2018,Cancel,Y,Y,N,N,500,LON5076F,LONLONG,6949,3413,S
458,25/03/2018,28/03/2018,ND08675728,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,GYB,18/03/2018,30/03/2018,Amend,Y,N,N,Y,400,FF90HUI,LONMID,27343,3685,S
459,29/03/2018,31/03/2018,OU17793088,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,AMH^C,25/03/2018,13/04/2018,Cancel,N,N,Y,N,300,RD7070,LONLONG,90040,3063,S
460,22/02/2018,22/02/2018,WF75448763,LN202,Niall Horan,Zayn Malik,Liam Gallagher,ABT,15/02/2018,28/02/2018,Cancel,N,Y,N,N,400,FF90HUI,LONMID,50812,4268,B
461,03/03/2018,05/03/2018,QI33364444,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,BF.B,01/03/2018,18/03/2018,Amend,N,Y,Y,N,420,LON9005,LONLONG,11424,4779,B
462,21/03/2018,24/03/2018,HT43465240,LN202,Niall Horan,Adele Adkins,Liam Gallagher,LCM,18/03/2018,05/04/2018,Amend,Y,N,N,Y,400,CIP23223,LONMID,94686,1314,S
463,05/03/2018,05/03/2018,SH60415996,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,FORR,23/02/2018,28/02/2018,Cancel,N,Y,N,N,0,CIP23223,LONLONG,92340,1052,B
464,03/03/2018,05/03/2018,MJ73871286,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,APTO,24/02/2018,14/03/2018,Cancel,N,N,Y,Y,-100000,MCXXXX,LONMID,36693,4115,B
465,03/03/2018,05/03/2018,SR54301138,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ENZ,02/03/2018,10/03/2018,Cancel,Y,N,Y,Y,-600,TY00TYO,LONLONG,92638,928,B
466,19/03/2018,21/03/2018,UH06377349,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,SAM,12/03/2018,30/03/2018,Amend,N,N,N,N,300,LON5076F,LONMID,86004,379,B
467,01/02/2018,03/02/2018,OS70040558,BD202,Liam Payne,Mick Jones,Liam Gallagher,DCUC,03/02/2018,17/02/2018,Cancel,N,N,N,N,-500000,TY00TYO,LONLONG,17118,1093,B
468,05/02/2018,06/02/2018,NO54429031,BD202,Liam Payne,Zayn Malik,Liam Gallagher,BBP,05/02/2018,24/02/2018,Cancel,Y,N,N,N,0,DD14ET6,LONMID,69002,2805,S
469,15/03/2018,17/03/2018,TX87888120,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,WIW,09/03/2018,20/03/2018,Amend,N,Y,Y,Y,0,MCXXXX,LONLONG,14224,4733,S
470,07/03/2018,10/03/2018,RP28097259,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,KRG,10/03/2018,27/03/2018,Amend,N,N,N,N,500,GOXXX90,LONMID,22173,2825,S
471,21/02/2018,23/02/2018,VY01045851,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,CPN,23/02/2018,13/03/2018,Amend,N,N,N,N,0,DD14ET6,LONLONG,25303,2986,S
472,22/02/2018,23/02/2018,QZ78597970,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,LKOR,13/02/2018,19/02/2018,Amend,N,N,Y,N,-2500,LON5076F,LONMID,49231,1838,B
473,21/03/2018,24/03/2018,NH05584026,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,NXTDW,21/03/2018,02/04/2018,Cancel,N,Y,Y,Y,0,TY00TYO,LONLONG,78199,985,S
474,16/03/2018,18/03/2018,NN54443506,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,CHK,10/03/2018,21/03/2018,Cancel,N,N,Y,Y,55,RD7070,LONMID,51905,3956,B
475,09/02/2018,09/02/2018,KK99560725,LN202,Niall Horan,Liam Payne,Liam Gallagher,GNTY,06/02/2018,20/02/2018,Amend,N,Y,Y,Y,500,GOXXX90,LONLONG,7106,4003,B
476,25/02/2018,26/02/2018,TQ70935097,BD202,Liam Payne,Harry Styles,Liam Gallagher,FTAG,24/02/2018,12/03/2018,Amend,Y,Y,N,Y,-100000,MCXXXX,LONMID,99784,2130,S
477,05/03/2018,05/03/2018,RU33746494,LN202,Niall Horan,Niall Horan,Liam Gallagher,OI,01/03/2018,05/03/2018,Amend,N,N,N,N,100,LON5076F,LONLONG,40642,3438,B
478,16/03/2018,16/03/2018,UI76667487,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,GUT^A,11/03/2018,29/03/2018,Cancel,N,N,Y,N,400,DD14ET6,LONMID,80892,1691,B
479,24/03/2018,26/03/2018,JT30172024,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,JPM^A,23/03/2018,31/03/2018,Amend,N,N,N,N,55,CIP23223,LONLONG,98922,3302,S
480,27/02/2018,28/02/2018,QF30857681,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ADX,21/02/2018,28/02/2018,Cancel,N,N,N,N,0,RD7070,LONMID,76120,3647,S
481,03/02/2018,05/02/2018,YP60073759,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,DKS,30/01/2018,17/02/2018,Amend,Y,N,N,Y,500,RD7070,LONLONG,31208,2498,B
482,24/03/2018,25/03/2018,KC24249236,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,HJV,21/03/2018,03/04/2018,Amend,N,N,Y,N,10,DD14ET6,LONMID,55872,3311,B
483,09/02/2018,09/02/2018,ZR86473413,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,JBHT,04/02/2018,18/02/2018,Amend,Y,N,N,N,500,FF90HUI,LONLONG,21042,1014,B
484,21/02/2018,21/02/2018,MR52008214,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,RFT,15/02/2018,25/02/2018,Cancel,Y,N,Y,Y,-100000,LON5076F,LONMID,19012,2232,B
485,24/03/2018,27/03/2018,GZ28941576,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,QCOM,23/03/2018,26/03/2018,Cancel,Y,N,Y,Y,420,NMKL009,LONLONG,11176,3763,S
486,06/02/2018,08/02/2018,EA81145891,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,RACE,07/02/2018,12/02/2018,Cancel,N,N,N,N,-100000,LON5076F,LONMID,40115,407,S
487,28/03/2018,28/03/2018,SU90009773,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,EGRX,27/03/2018,09/04/2018,Cancel,N,Y,Y,N,-2500,RD7070,LONLONG,76187,1511,S
488,27/02/2018,27/02/2018,OT74232833,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,MTSC,22/02/2018,14/03/2018,Cancel,N,N,Y,N,0,LON9005,LONMID,93472,1929,B
489,08/02/2018,08/02/2018,BN26256981,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,FSCE,05/02/2018,19/02/2018,Cancel,N,N,N,Y,50000,NMKL009,LONLONG,17986,4718,B
490,15/02/2018,16/02/2018,OW66832179,BD202,Liam Payne,Mick Jones,Liam Gallagher,ETB,16/02/2018,22/02/2018,Cancel,Y,N,N,Y,0,CIP23223,LONMID,66737,2420,S
491,13/02/2018,16/02/2018,KI43269299,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,ZNH,14/02/2018,01/03/2018,Cancel,Y,N,N,N,-1000,TY00TYO,LONLONG,29579,3264,S
492,25/03/2018,28/03/2018,UR87770360,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,CAPL,24/03/2018,30/03/2018,Cancel,N,N,N,Y,0,CIP23223,LONMID,38947,2357,S
493,08/02/2018,10/02/2018,SC96589706,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,WTI,04/02/2018,17/02/2018,Cancel,N,N,Y,Y,400,RD7070,LONLONG,12515,3382,B
494,19/03/2018,22/03/2018,HY75504214,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,DLR^G,21/03/2018,28/03/2018,Cancel,N,Y,N,Y,0,FF90HUI,LONMID,9863,4695,S
495,13/02/2018,15/02/2018,WL40506672,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,BSTG,05/02/2018,20/02/2018,Cancel,N,N,N,N,400,GOXXX90,LONLONG,7438,2799,S
496,15/03/2018,15/03/2018,QK44190787,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,HRC,07/03/2018,16/03/2018,Cancel,N,N,N,N,-600,DD14ET6,LONMID,71042,2857,S
497,13/03/2018,15/03/2018,ND49862761,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,ECOM          ,06/03/2018,25/03/2018,Cancel,Y,N,N,N,0,CIP23223,LONLONG,92457,1990,B
498,14/02/2018,14/02/2018,VA06078381,LN202,Niall Horan,Niall Horan,Liam Gallagher,WMGIZ,06/02/2018,16/02/2018,Cancel,Y,N,N,N,0,CIP23223,LONMID,94492,245,B
499,20/02/2018,23/02/2018,WC55334311,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,WPG,17/02/2018,27/02/2018,Cancel,Y,Y,N,Y,0,LON5076F,LONLONG,34434,2503,B
500,28/02/2018,03/03/2018,YC63732450,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,SGBX,24/02/2018,06/03/2018,Cancel,N,N,N,N,400,MCXXXX,LONMID,27478,4316,S
501,18/02/2018,19/02/2018,PW38125046,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,PTSI,15/02/2018,27/02/2018,Cancel,N,N,N,Y,300,GOXXX90,LONLONG,88964,3694,S
502,27/02/2018,02/03/2018,PM66738203,BD202,Liam Payne,Zayn Malik,Liam Gallagher,RBPAA,24/02/2018,11/03/2018,Cancel,N,N,N,N,300,CIP23223,LONMID,68212,621,B
503,17/03/2018,18/03/2018,LK91810825,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,LKFN,11/03/2018,22/03/2018,Amend,Y,N,Y,Y,400,CIP23223,LONLONG,64174,4039,S
504,13/03/2018,15/03/2018,MZ74601746,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,MC,07/03/2018,22/03/2018,Amend,N,N,Y,N,-600,DD14ET6,LONMID,44259,4260,B
505,27/03/2018,27/03/2018,JV12602974,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,WMLP,20/03/2018,07/04/2018,Cancel,N,Y,N,N,100,LON9005,LONLONG,94240,3537,B
506,05/03/2018,06/03/2018,OI73314886,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,INN^D,03/03/2018,11/03/2018,Cancel,N,Y,Y,Y,-2500,CIP23223,LONMID,10392,1980,S
507,09/03/2018,11/03/2018,SX46822204,LN202,Niall Horan,James Cordan,Liam Gallagher,GPIA,05/03/2018,24/03/2018,Cancel,N,N,Y,N,0,MCXXXX,LONLONG,67674,2124,B
508,14/03/2018,17/03/2018,IS52371494,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,RRC,16/03/2018,01/04/2018,Amend,N,N,N,Y,0,RD7070,LONMID,47848,2650,B
509,09/03/2018,11/03/2018,BR67197823,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,SAUC,10/03/2018,15/03/2018,Amend,N,N,N,N,50000,RD7070,LONLONG,47663,2955,S
510,18/03/2018,18/03/2018,AC42746067,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,RILY,15/03/2018,20/03/2018,Cancel,N,N,Y,Y,700,NMKL009,LONMID,15370,2771,B
511,01/03/2018,01/03/2018,IC72079961,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,WST,19/02/2018,23/02/2018,Cancel,N,N,N,Y,10,GOXXX90,LONLONG,25806,4938,S
512,15/03/2018,16/03/2018,XC83505788,BD202,Liam Payne,Liam Payne,Liam Gallagher,SBCF,15/03/2018,25/03/2018,Cancel,N,N,Y,N,0,FF90HUI,LONMID,54990,4585,B
513,20/02/2018,21/02/2018,NE44413023,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,PEI,12/02/2018,23/02/2018,Amend,N,N,N,N,-500000,CIP23223,LONLONG,38135,667,B
514,12/03/2018,15/03/2018,YI25334365,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,CMRE^B,10/03/2018,28/03/2018,Amend,N,N,N,Y,100,GOXXX90,LONMID,32774,1970,B
515,07/03/2018,07/03/2018,EO06420461,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,EMD,03/03/2018,10/03/2018,Cancel,N,N,N,Y,420,DD14ET6,LONLONG,21248,4057,S
516,10/02/2018,11/02/2018,IG77998121,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,RFDI,07/02/2018,13/02/2018,Cancel,N,N,N,Y,420,DD14ET6,LONMID,56628,1658,B
517,22/03/2018,25/03/2018,BA87483063,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,HPT,22/03/2018,08/04/2018,Amend,N,N,Y,Y,0,DD14ET6,LONLONG,47261,830,S
